Animal,File,Box,phase,subphase,component,freezing,motion
1,231010_SEFL10g3_trauma_g1,1,trauma,baseline,baseline,0.57,181.41
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock01,0,146.4
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock02,0,78.33
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock03,0,94.67
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock04,0,214.07
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock05,0,42.13
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock06,0,4.53
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock07,0,13.83
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock08,0,12.53
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock09,0,37.23
1,231010_SEFL10g3_trauma_g1,1,trauma,shock,shock10,100,1.4
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock01,0,94.39
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock02,0,152.58
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock03,6.5,104.97
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock04,0,143.27
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock05,0,170.65
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock06,0,97.86
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock07,0,171.12
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock08,8,32.88
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock09,23.67,65.22
1,231010_SEFL10g3_trauma_g1,1,trauma,postshock,postshock10,23.83,57.33
2,231010_SEFL10g3_trauma_g1,2,trauma,baseline,baseline,1.33,162.34
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock01,0,971.33
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock02,0,470.3
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock03,0,760.47
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock04,0,1057.47
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock05,0,349.23
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock06,0,523.6
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock07,0,718.07
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock08,0,245.37
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock09,0,871.47
2,231010_SEFL10g3_trauma_g1,2,trauma,shock,shock10,0,518.13
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock01,69.17,7.4
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock02,76.33,5.3
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock03,76.83,6.84
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock04,81.83,2.55
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock05,83.67,2.34
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock06,98.33,1.06
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock07,100,0
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock08,43,6.24
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock09,99.83,0.09
2,231010_SEFL10g3_trauma_g1,2,trauma,postshock,postshock10,100,0.01
3,231010_SEFL10g3_trauma_g1,3,trauma,baseline,baseline,3.11,171.25
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock01,0,914.03
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock02,0,685.13
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock03,0,690.57
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock04,0,703.77
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock05,0,708.47
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock06,0,377
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock07,0,764.9
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock08,0,446.5
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock09,0,386.93
3,231010_SEFL10g3_trauma_g1,3,trauma,shock,shock10,0,319.03
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock01,0,159.02
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock02,0,82.9
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock03,20.67,95.76
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock04,52.17,16.5
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock05,45.67,45.43
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock06,69.5,17.43
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock07,27,98.85
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock08,55.17,19.88
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock09,80.17,3.71
3,231010_SEFL10g3_trauma_g1,3,trauma,postshock,postshock10,30.17,35.3
4,231010_SEFL10g3_trauma_g1,4,trauma,baseline,baseline,2,153.3
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock01,0,1411.37
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock02,0,774.83
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock03,0,649.07
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock04,0,623.23
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock05,0,1038.37
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock06,0,690.3
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock07,0,1031.7
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock08,0,405.23
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock09,0,748.5
4,231010_SEFL10g3_trauma_g1,4,trauma,shock,shock10,0,612.3
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock01,0,131.05
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock02,34.5,37.95
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock03,47.33,18.39
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock04,54,16.41
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock05,81.5,9.31
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock06,68.67,7.7
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock07,62.33,9.08
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock08,65,44.84
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock09,94.17,1.44
4,231010_SEFL10g3_trauma_g1,4,trauma,postshock,postshock10,55.83,18.61
5,231010_SEFL10g3_trauma_g2,1,trauma,baseline,baseline,1.17,199.38
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock01,0,1081.2
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock02,0,1263.43
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock03,0,765.93
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock04,0,1215.23
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock05,0,1308.4
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock06,0,711.63
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock07,0,1097
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock08,0,1166.37
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock09,0,991.8
5,231010_SEFL10g3_trauma_g2,1,trauma,shock,shock10,0,1456.67
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock01,27.17,22.82
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock02,51.5,59.94
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock03,64.33,11.17
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock04,89.33,2.04
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock05,60.83,11.36
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock06,89.67,1.08
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock07,73.33,6.98
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock08,84.17,5.16
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock09,56.67,60.96
5,231010_SEFL10g3_trauma_g2,1,trauma,postshock,postshock10,78.17,1.97
6,231010_SEFL10g3_trauma_g2,2,trauma,baseline,baseline,0,155.85
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock01,0,241.3
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock02,0,412.37
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock03,0,41.5
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock04,0,85.47
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock05,0,94.77
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock06,0,247.47
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock07,0,106.4
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock08,0,136.43
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock09,0,284.9
6,231010_SEFL10g3_trauma_g2,2,trauma,shock,shock10,0,65.83
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock01,14.33,88.72
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock02,5.33,192.63
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock03,0,156.98
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock04,0,206.42
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock05,0,219.56
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock06,8.5,91.78
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock07,0,117.37
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock08,0,175.81
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock09,0,134.06
6,231010_SEFL10g3_trauma_g2,2,trauma,postshock,postshock10,0,239.03
7,231010_SEFL10g3_trauma_g2,3,trauma,baseline,baseline,0,213.36
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock01,0,661.6
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock02,0,555.97
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock03,0,1029
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock04,0,660.2
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock05,0,671.93
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock06,0,1076.77
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock07,0,418.2
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock08,0,622.87
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock09,0,1492.17
7,231010_SEFL10g3_trauma_g2,3,trauma,shock,shock10,0,585.7
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock01,0,182.94
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock02,18.83,60.84
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock03,44,47.88
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock04,32,86.18
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock05,74.33,25.58
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock06,68.5,125.44
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock07,74.33,4.66
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock08,72.67,15.42
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock09,80.5,2.81
7,231010_SEFL10g3_trauma_g2,3,trauma,postshock,postshock10,100,0.03
8,231010_SEFL10g3_trauma_g2,4,trauma,baseline,baseline,0.36,166.62
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock01,0,875.8
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock02,0,1199.73
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock03,0,1167.9
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock04,0,1600.97
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock05,0,1464.97
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock06,0,1205.83
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock07,0,1085.37
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock08,0,884.13
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock09,0,2036.93
8,231010_SEFL10g3_trauma_g2,4,trauma,shock,shock10,0,935.13
8,231010_SEFL10g3_trauma_g2,4,trauma,postshock,postshock01,0,170
